,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
568,2019 Tata Tiago XZ Plus,Sep-19,Comprehensive,Petrol,5,16570,First Owner,Manual,2019,23.84,1199,1199,8383,5.23
569,2022 Maruti Wagon R VXI,Aug-22,Comprehensive,Petrol,5,11000,First Owner,Manual,2022,21.79,998,998,6705,5.75
570,2017 Honda WR-V i-VTEC VX,Oct-17,Comprehensive,Petrol,5,39791,First Owner,Manual,2017,17.5,1199,1199,887,6.92
571,2017 Mahindra XUV500 W8 2WD,May-17,Comprehensive,Diesel,7,138000,First Owner,Manual,2017,16,2179,2179,140,6.95
572,2023 Mercedes-Benz G G 63 AMG,Aug-23,Comprehensive,Petrol,5,3000,First Owner,Automatic,2023,8.13,3982,3982,57663,4
573,2012 Maruti Swift Dzire LXI,Mar-12,Comprehensive,Petrol,5,94176,First Owner,Manual,2012,1197,8850,8850,113,2.67
574,2023 Porsche Cayenne 3.6 S Platinum Edition,Sep-23,Comprehensive,Petrol,5,11000,First Owner,Automatic,2023,12.5,3604,3604,420,1.47
575,2019 Kia Seltos GTK,Oct-19,Comprehensive,Petrol,5,30000,First Owner,Manual,2019,16.1,1353,1353,138,13.25
576,2021 Volkswagen Taigun 1.5 TSI GT BSVI,Jan-22,Comprehensive,Petrol,5,49594,First Owner,Manual,2021,18.47,1498,1498,14751,13.37
577,2012 Volkswagen Polo Petrol Comfortline 1.2L,Nov-12,Comprehensive,Petrol,5,60000,First Owner,Manual,2012,16.47,1198,1198,739,2.7
578,2015 Honda Brio S MT,Feb-16,Comprehensive,Petrol,5,76441,First Owner,Manual,2015,19.4,1198,1198,868,3.26
579,2014 Mercedes-Benz M-Class ML 350 CDI,Jul-14,Third Party insurance,Diesel,5,75000,Second Owner,Automatic,2014,11.74,2987,2987,2548,17.75
580,2017 Maruti Wagon R VXI AMT,Jul-17,Comprehensive,Petrol,5,53000,First Owner,Automatic,2017,21.79,998,998,6705,3.95
581,2017 Hyundai Creta 1.6 Gamma SX Plus,Sep-17,Comprehensive,Petrol,5,56572,First Owner,Manual,2017,15.29,1591,1591,1213,9.31
582,2018 Maruti Baleno Alpha,Jul-18,Comprehensive,Petrol,5,27210,First Owner,Manual,2018,21.01,1197,1197,8180,6
583,2017 Mercedes-Benz GLE 400 4MATIC,Jul-17,Comprehensive,Petrol,5,56000,First Owner,Automatic,2017,9.7,2996,2996,32855,45.75
584,2014 Hyundai i20 Asta 1.2,Nov-14,Comprehensive,Petrol,5,62677,First Owner,Manual,2014,18.6,1197,1197,8183,4.92
585,2023 Maruti Baleno Delta,Jan-23,Comprehensive,Petrol,5,18000,First Owner,Manual,2023,22.35,1197,1197,8850,7.5
586,2019 BMW 5 Series 520d Luxury Line,Oct-19,Comprehensive,Diesel,5,35000,First Owner,Automatic,2019,20.37,1995,1995,18774,45
587,2019 BMW X5 xDrive 30d xLine,Jul-19,Comprehensive,Diesel,5,38000,Second Owner,Automatic,2019,13.38,2993,2993,26150,46.21
588,2018 Renault Captur 1.5 Diesel RXE,Jun-18,Comprehensive,Diesel,5,109495,First Owner,Manual,2018,20.37,1461,1461,10849,6.53
589,2011 Toyota Etios G,Jul-11,Comprehensive,Petrol,5,54214,First Owner,Manual,2011,,,,,2.55
590,2015 Audi A4 2.0 TDI Premium Plus,Jan-15,Third Party insurance,Diesel,5,43600,Second Owner,Automatic,2015,17.11,1968,1968,17433,11.9
591,2020 Mercedes-Benz C-Class Progressive C 220d,Oct-20,Comprehensive,Diesel,5,30000,First Owner,Automatic,2020,12.6,1950,1950,194,37.5
592,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,Apr-18,Comprehensive,Diesel,5,45240,First Owner,Manual,2018,25.1,1248,1248,885,7.34
593,2018 Datsun RediGO 1.0 T Option,May-18,Comprehensive,Petrol,5,3600,First Owner,Manual,2018,22.5,999,999,67,3.45
594,2021 Mercedes-Benz G G 350d,Sep-23,Comprehensive,Diesel,5,36000,First Owner,Automatic,2021,8.13,2925,2925,28161,2.05
595,2020 Maruti Baleno Zeta,Jan-21,Comprehensive,Petrol,5,59090,First Owner,Manual,2020,21.01,1197,1197,8180,6.42
596,2012 Audi Q3 35 TDI Quattro Premium,Nov-12,Comprehensive,Diesel,5,126000,First Owner,Automatic,2012,15.73,1968,1968,17433,6.5
597,2014 Hyundai Grand i10 Sportz,Feb-15,Comprehensive,Petrol,5,70717,First Owner,Manual,2014,18.9,1197,1197,82,3.86
598,2014 Mercedes-Benz S-Class S 500 L,Jul-14,Comprehensive,Petrol,5,65000,First Owner,Automatic,2014,7.81,5461,5461,3629,47.5
599,2013 Honda City i VTEC S,Apr-13,Comprehensive,Petrol,5,73086,Second Owner,Manual,2013,17.4,1497,1497,1173,3.75
600,2020 Tata Nexon XZ Plus BSVI,Feb-20,Comprehensive,Petrol,5,51690,First Owner,Manual,2020,17.33,1199,1199,11835,8.52
601,2018 BMW X1 sDrive20d Expedition,Mar-18,Comprehensive,Diesel,5,49000,First Owner,Automatic,2018,20.68,1995,1995,188,19.45
602,2019 Mercedes-Benz E-Class Expression E 200 BSIV,Dec-19,Comprehensive,Petrol,5,25000,First Owner,Automatic,2019,15,1991,1991,1944,49.75
603,2019 Hyundai Santro Sportz BSIV,Dec-19,Comprehensive,Petrol,5,23592,First Owner,Manual,2019,20.3,1086,1086,68,4.71
604,2014 Honda City i VTEC V,Dec-14,Comprehensive,Petrol,5,69000,Second Owner,Manual,2014,17.4,1497,1497,1173,4.9
605,2016 Hyundai Creta 1.6 SX Automatic,Jun-16,Comprehensive,Petrol,5,70000,First Owner,Automatic,2016,14.8,1591,1591,1213,7.95
606,2023 Mercedes-Benz S-Class S450 4Matic,Nov-23,Comprehensive,Petrol,5,3500,First Owner,Automatic,2023,2999,36207,36207,500,1.78
607,2015 Honda Brio S MT,Sep-15,Comprehensive,Petrol,5,64155,First Owner,Manual,2015,19.4,1198,1198,868,3.18
608,2018 Mercedes-Benz A Class A200 CDI,Jul-18,Comprehensive,Diesel,5,38000,First Owner,Automatic,2018,20,2143,2143,1073,17.49
609,2017 Hyundai Xcent 1.2 VTVT E Plus,Aug-17,Comprehensive,Petrol,5,68018,First Owner,Manual,2017,20.14,1197,1197,8186,4.12
610,2022 Toyota Hyryder V AWD BSVI,Jul-22,Comprehensive,Petrol,5,14000,First Owner,Manual,2022,19.39,1462,1462,10164,19.9
611,2018 Honda WR-V i-VTEC VX,Apr-18,Comprehensive,Petrol,5,29846,First Owner,Manual,2018,17.5,1199,1199,887,7.6
612,2017 Tata Tiago XZ,Nov-17,Comprehensive,Petrol,5,26092,First Owner,Manual,2017,23.84,1199,1199,8383,4.5
613,2019 Maruti Swift Dzire LXI 1.2,Aug-19,Comprehensive,Petrol,5,50823,First Owner,Manual,2019,1197,8180,8180,113,5.5
614,2020 BMW X6 Xdrive40i M Sport,Oct-20,Third Party insurance,Petrol,5,5200,First Owner,Automatic,2020,10.31,2998,2998,33525,69.75
615,2018 Mahindra Marazzo M8,Feb-19,Comprehensive,Diesel,7,36050,First Owner,Manual,2018,17.3,1497,1497,121,8.99
616,2017 Honda City i-VTEC CVT VX,Dec-17,Comprehensive,Petrol,5,90932,First Owner,Automatic,2017,18,1497,1497,1176,7.86
617,2021 Tata Harrier XZA Plus (O) AT BSVI,Aug-21,Comprehensive,Diesel,5,53000,First Owner,Automatic,2021,14.6,1956,1956,16767,20
618,2020 Mercedes-Benz C-Class Progressive C 220d,Mar-21,Zero Dep,Diesel,5,11848,Second Owner,Automatic,2020,12.6,1950,1950,194,39.9
619,2014 Honda Mobilio V i-VTEC,Aug-14,Comprehensive,Petrol,7,73580,First Owner,Manual,2014,17.3,1497,1497,1173,4.66
620,2019 Jeep Compass 1.4 Limited,Mar-19,Comprehensive,Petrol,5,22600,First Owner,Automatic,2019,16,1368,1368,160,14.9
621,2019 Audi A4 35 TDI Technology,Dec-19,Comprehensive,Diesel,5,36000,First Owner,Automatic,2019,18.25,1968,1968,18774,27.5
622,2021 Tata Altroz XE Diesel,Apr-21,Comprehensive,Diesel,5,44275,First Owner,Manual,2021,1497,8877,8877,200,6.2
623,2020 Hyundai i20 Magna Plus,Sep-20,Comprehensive,Petrol,5,52000,First Owner,Manual,2020,18.6,1197,1197,8186,6.25
624,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,30000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
625,2021 Tata Safari XZA Plus AT,Jul-21,Comprehensive,Diesel,7,26000,Second Owner,Automatic,2021,14.08,1956,1956,16767,20
626,2018 Maruti Ciaz 1.4 Delta,Jul-18,Comprehensive,Petrol,5,45239,First Owner,Manual,2018,20.73,1373,1373,911,6.33
627,2017 Mercedes-Benz GLA Class 200,Dec-17,Comprehensive,Petrol,5,51000,Second Owner,Automatic,2017,13.7,1991,1991,183,21
628,2019 Maruti Vitara Brezza ZDi Plus AMT,May-19,Comprehensive,Diesel,5,102973,First Owner,Automatic,2019,24.3,1248,1248,885,7.99
629,2016 Audi A6 35 TDI,Sep-16,Comprehensive,Diesel,5,87000,Second Owner,Automatic,2016,18.53,1968,1968,18774,19
630,2014 Maruti Swift Dzire ZXI,2014,Third Party insurance,Petrol,5,40000,Second Owner,Manual,2014,19.1,1197,1197,858,3.7
631,2014 Hyundai Grand i10 Sportz,Feb-15,Comprehensive,Petrol,5,63952,Second Owner,Manual,2014,18.9,1197,1197,82,3.55
632,2018 Mahindra XUV500 W11 AT BSIV,Oct-18,Comprehensive,Diesel,7,58000,Second Owner,Automatic,2018,15.1,2179,2179,15287,12
633,2023 Audi Q8 Standard,Nov-23,Comprehensive,Petrol,5,7000,First Owner,Automatic,2023,9.8,2995,2995,340,1.12
634,2019 Tata Nexon 1.2 Revotron XZA Plus DualTone,Jun-19,Comprehensive,Petrol,5,46310,First Owner,Automatic,2019,17,1198,1198,1085,8.74
635,2020 MG Hector Plus Sharp DCT,Nov-20,Comprehensive,Petrol,6,42000,First Owner,Automatic,2020,11.67,1451,1451,141,16
636,2015 Honda City i VTEC VX Option,May-15,Comprehensive,Petrol,5,94498,First Owner,Manual,2015,17.8,1497,1497,1173,5.81
637,2022 Volvo XC60 B5 Ultimate,Nov-22,Comprehensive,Petrol,5,9300,First Owner,Automatic,2022,11.2,1969,1969,250,66
638,2019 BMW X5 xDrive 30d xLine,Nov-19,Comprehensive,Diesel,5,37000,First Owner,Automatic,2019,13.38,2993,2993,26150,71.99
639,2019 Honda WR-V i-DTEC V,Sep-19,Comprehensive,Diesel,5,144234,First Owner,Manual,2019,25.5,1498,1498,986,5.52
640,2017 Maruti Swift Dzire VXI Optional,Jul-17,Comprehensive,Petrol,5,48000,First Owner,Manual,2017,20.85,1197,1197,8314,5.1
641,2021 Land Rover Range Rover Velar R-Dynamic S Petrol,Nov-21,Comprehensive,Petrol,5,19000,Second Owner,Automatic,2021,15.8,1997,1997,24674,80
642,2016 Hyundai i20 Sportz 1.2,Dec-16,Comprehensive,Petrol,5,114658,First Owner,Manual,2016,18.6,1197,1197,8183,5.21
643,2015 Audi A4 2.0 TDI Premium Plus,Oct-15,Comprehensive,Diesel,5,71000,First Owner,Automatic,2015,17.11,1968,1968,17433,12.65
644,2022 Maruti Swift LXI BSVI,Dec-22,Comprehensive,Petrol,5,8000,First Owner,Manual,2022,1197,8850,8850,113,5.95
645,2021 Tata Safari XZA Plus AT,Jul-21,Comprehensive,Diesel,7,26000,Second Owner,Automatic,2021,14.08,1956,1956,16767,20
646,2018 Maruti Ciaz 1.4 Delta,Jul-18,Comprehensive,Petrol,5,45239,First Owner,Manual,2018,20.73,1373,1373,911,6.33
647,2017 Mercedes-Benz GLA Class 200,Dec-17,Comprehensive,Petrol,5,51000,Second Owner,Automatic,2017,13.7,1991,1991,183,21
648,2019 Maruti Vitara Brezza ZDi Plus AMT,May-19,Comprehensive,Diesel,5,102973,First Owner,Automatic,2019,24.3,1248,1248,885,7.99
649,2016 Audi A6 35 TDI,Sep-16,Comprehensive,Diesel,5,87000,Second Owner,Automatic,2016,18.53,1968,1968,18774,19
650,2014 Maruti Swift Dzire ZXI,2014,Third Party insurance,Petrol,5,40000,Second Owner,Manual,2014,19.1,1197,1197,858,3.7
651,2014 Hyundai Grand i10 Sportz,Feb-15,Comprehensive,Petrol,5,63952,Second Owner,Manual,2014,18.9,1197,1197,82,3.55
652,2018 Mahindra XUV500 W11 AT BSIV,Oct-18,Comprehensive,Diesel,7,58000,Second Owner,Automatic,2018,15.1,2179,2179,15287,12
653,2023 Audi Q8 Standard,Nov-23,Comprehensive,Petrol,5,7000,First Owner,Automatic,2023,9.8,2995,2995,340,1.12
654,2019 Tata Nexon 1.2 Revotron XZA Plus DualTone,Jun-19,Comprehensive,Petrol,5,46310,First Owner,Automatic,2019,17,1198,1198,1085,8.74
655,2020 MG Hector Plus Sharp DCT,Nov-20,Comprehensive,Petrol,6,42000,First Owner,Automatic,2020,11.67,1451,1451,141,16
656,2015 Honda City i VTEC VX Option,May-15,Comprehensive,Petrol,5,94498,First Owner,Manual,2015,17.8,1497,1497,1173,5.81
657,2022 Volvo XC60 B5 Ultimate,Nov-22,Comprehensive,Petrol,5,9300,First Owner,Automatic,2022,11.2,1969,1969,250,66
658,2019 BMW X5 xDrive 30d xLine,Nov-19,Comprehensive,Diesel,5,37000,First Owner,Automatic,2019,13.38,2993,2993,26150,71.99
659,2019 Honda WR-V i-DTEC V,Sep-19,Comprehensive,Diesel,5,144234,First Owner,Manual,2019,25.5,1498,1498,986,5.52
660,2017 Maruti Swift Dzire VXI Optional,Jul-17,Comprehensive,Petrol,5,48000,First Owner,Manual,2017,20.85,1197,1197,8314,5.1
661,2021 Land Rover Range Rover Velar R-Dynamic S Petrol,Nov-21,Comprehensive,Petrol,5,19000,Second Owner,Automatic,2021,15.8,1997,1997,24674,80
662,2016 Hyundai i20 Sportz 1.2,Dec-16,Comprehensive,Petrol,5,114658,First Owner,Manual,2016,18.6,1197,1197,8183,5.21
663,2015 Audi A4 2.0 TDI Premium Plus,Oct-15,Comprehensive,Diesel,5,71000,First Owner,Automatic,2015,17.11,1968,1968,17433,12.65
664,2022 Maruti Swift LXI BSVI,Dec-22,Comprehensive,Petrol,5,8000,First Owner,Manual,2022,1197,8850,8850,113,5.95
665,2018 BMW X3 xDrive 20d Luxury Line,Jul-18,Comprehensive,Diesel,5,28000,First Owner,Automatic,2018,16.55,1995,1995,1877,39.9
666,2019 Honda WR-V i-VTEC VX,Nov-19,Comprehensive,Petrol,5,38616,First Owner,Manual,2019,17.5,1199,1199,887,7.41
667,2019 Skoda Octavia 1.8 TSI AT L K,Nov-19,Comprehensive,Petrol,5,30000,First Owner,Automatic,2019,15.1,1798,1798,178,21.5
668,2018 Hyundai i20 Asta Option 1.2,Apr-18,Comprehensive,Petrol,5,33093,First Owner,Manual,2018,18.6,1197,1197,8183,6.81
669,2019 BMW X1 sDrive 20D xLine,Aug-19,Comprehensive,Diesel,5,33000,First Owner,Automatic,2019,17.05,1995,1995,184,29
670,2019 Toyota Innova Crysta 2.8 GX AT BSIV,Oct-19,Comprehensive,Diesel,7,57000,First Owner,Automatic,2019,11.36,2755,2755,1715,17.5
671,2018 Renault Duster 85PS Diesel RxS,Jun-18,Comprehensive,Diesel,5,75206,First Owner,Manual,2018,19.87,1461,1461,838,6.49
672,2019 Jeep Compass 1.4 Limited Option,2019,Third Party insurance,Petrol,5,40000,Second Owner,Automatic,2019,16,1368,1368,160,15
673,2016 Mercedes-Benz CLA 200 CDI Sport,Jul-16,Third Party insurance,Diesel,5,42000,Second Owner,Automatic,2016,17.9,2143,2143,136,17.6
674,2016 Hyundai Grand i10 Sportz,Jan-17,Comprehensive,Petrol,5,96241,First Owner,Manual,2016,18.9,1197,1197,82,3.77
675,2022 Maruti Ertiga ZXI CNG,Aug-22,Comprehensive,CNG,7,34214,First Owner,Manual,2022,26.11,1462,1462,8663,12.75
676,2015 Maruti Ciaz ZXi,Dec-15,Comprehensive,Petrol,5,55818,First Owner,Manual,2015,20.73,1373,1373,911,6.61
677,2020 Land Rover Range Rover Velar R-Dynamic S Petrol,Jul-20,Comprehensive,Petrol,5,80000,First Owner,Automatic,2020,15.8,1997,1997,24674,68
678,2018 Maruti Wagon R LXI CNG,2018,Third Party insurance,CNG,5,40000,First Owner,Manual,2018,26.6,998,998,5816,4
679,2015 Maruti Wagon R VXi BSII,May-15,Comprehensive,Petrol,5,70516,First Owner,Manual,2015,998,671,671,90,3.11
680,2020 Maruti Wagon R ZXI AMT 1.2,Dec-20,Comprehensive,Petrol,5,48000,First Owner,Automatic,2020,20.52,1197,1197,8180,5.75
681,2015 BMW 5 Series 520d Luxury Line,Nov-15,Third Party insurance,Diesel,5,94000,First Owner,Automatic,2015,20.37,1995,1995,18774,16.9
682,2016 Hyundai Creta 1.6 Gamma SX Plus,Feb-16,Comprehensive,Petrol,5,80627,First Owner,Manual,2016,15.29,1591,1591,1213,8.16
683,2015 Skoda Rapid 1.6 MPI AT Elegance Plus Black Package,Feb-15,Comprehensive,Petrol,5,49000,First Owner,Automatic,2015,14.3,1598,1598,10352,5.25
684,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
685,2020 Lexus RX 450hL,Nov-20,Comprehensive,Petrol,5,19000,First Owner,Automatic,2020,18.8,3456,3456,25881,82
686,2017 Honda WR-V i-VTEC VX,Nov-17,Comprehensive,Petrol,5,53311,First Owner,Manual,2017,17.5,1199,1199,887,6.75
687,2018 Hyundai i20 Magna Plus BSIV,Dec-18,Comprehensive,Petrol,5,70000,First Owner,Manual,2018,18.6,1197,1197,8186,5.85
688,2016 Hyundai i20 Magna 1.2,Apr-16,Comprehensive,Petrol,5,108836,First Owner,Manual,2016,18.6,1197,1197,8183,4.49
689,2018 BMW X5 xDrive30d Edition X,Jul-18,Comprehensive,Diesel,5,40000,First Owner,Automatic,2018,15.97,2993,2993,258,42.5
690,2017 Maruti Vitara Brezza ZDi,2017,Third Party insurance,Diesel,5,120000,First Owner,Manual,2017,24.3,1248,1248,885,6
691,2016 Maruti Ciaz AT ZXi,Oct-16,Comprehensive,Petrol,5,44525,First Owner,Automatic,2016,19.12,1373,1373,911,6.93
692,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,31500,1995 cc,2017,Power Steering,1995,188,188,400,19.5
693,2015 BMW X5 xDrive 30d Design Pure Experience 5 Seater,Sep-15,Comprehensive,Diesel,5,80000,First Owner,Automatic,2015,15.97,2993,2993,258,26.5
694,2018 Honda WR-V i-VTEC VX,Aug-18,Comprehensive,Petrol,5,64862,First Owner,Manual,2018,17.5,1199,1199,887,6.07
695,2012 Honda City V MT,2012,Third Party insurance,Petrol,5,100000,Second Owner,Manual,2012,16.8,1497,1497,1163,2.95
696,2016 Maruti Baleno 1.2 Alpha,May-16,Comprehensive,Petrol,5,63839,First Owner,Manual,2016,21.4,1197,1197,831,5.59
697,2022 Mercedes-Benz AMG GLC 43 4MATIC Coupe,Dec-22,Comprehensive,Petrol,5,14000,First Owner,Automatic,2022,2996,38487,38487,520,81.9
698,2014 Hyundai Grand i10 Asta,2014,Third Party insurance,Petrol,5,50000,First Owner,Manual,2014,18.9,1197,1197,82,3.75
699,2019 Mahindra XUV300 W8 Diesel BSIV,Jan-19,Comprehensive,Diesel,5,113820,First Owner,Manual,2019,20,1497,1497,115,7.89
700,2017 Maruti Ciaz ZDi Plus SHVS,2017,Third Party insurance,Diesel,5,110000,First Owner,Manual,2017,28.09,1248,1248,885,5
701,2018 Hyundai Creta 1.6 E Plus,Nov-18,Third Party insurance,Petrol,5,31000,First Owner,Manual,2018,15.8,1591,1591,1213,8.65
702,2018 Maruti Swift Dzire AMT ZDI,Mar-18,Comprehensive,Diesel,5,97610,First Owner,Automatic,2018,28.4,1248,1248,7402,5.64
703,2019 Nissan Sunny XV CVT,Jun-19,Comprehensive,Petrol,5,44000,First Owner,Automatic,2019,17.5,1498,1498,996,6.25
704,2019 Mercedes-Benz C-Class Prime C 220d,Mar-20,Third Party insurance,Diesel,5,34496,First Owner,Automatic,2019,12.6,1950,1950,194,39
705,2023 Mercedes-Benz GLS 400d 4MATIC BSVI,Jul-23,Third Party insurance,Diesel,7,16000,First Owner,Automatic,2023,2925,3.25864E+12,3.25864E+12,700,1.32
706,2016 Maruti Baleno 1.2 Alpha,Mar-16,Comprehensive,Petrol,5,75163,First Owner,Manual,2016,21.4,1197,1197,831,5.14
707,2022 Maruti Ciaz Alpha BSVI,Oct-22,Third Party insurance,Petrol,5,6900,First Owner,Manual,2022,20.65,1462,1462,10325,10.25
708,2015 Honda Amaze S i-Vtech,Jun-15,Comprehensive,Petrol,5,89961,Second Owner,Manual,2015,18,1198,1198,867,3.74
709,2022 BMW 3 Series Gran Limousine 320Ld Luxury Line,Dec-22,Comprehensive,Diesel,5,4000,First Owner,Automatic,2022,19.62,1995,1995,18740,54
710,2021 Tata Harrier XZA Plus AT,Oct-21,Comprehensive,Diesel,5,54000,First Owner,Automatic,2021,14.6,1956,1956,16767,17.5
711,2019 Maruti Swift AMT ZXI Plus,Mar-19,Comprehensive,Petrol,5,58740,Second Owner,Automatic,2019,21.21,1197,1197,8180,5.99
712,2019 Toyota Innova Crysta 2.8 GX AT BSIV,2019,Third Party insurance,Diesel,7,100000,First Owner,Automatic,2019,11.36,2755,2755,1715,15.5
713,2020 Land Rover Range Rover Velar R-Dynamic S Petrol,Oct-22,Comprehensive,Petrol,5,18700,First Owner,Automatic,2020,15.8,1997,1997,24674,83
714,2017 Honda Amaze S i-VTEC,Apr-17,Comprehensive,Petrol,5,83690,First Owner,Manual,2017,17.8,1198,1198,867,4.54
715,2018 Mercedes-Benz E-Class Expression E 200 BSIV,Nov-18,Third Party insurance,Petrol,5,11000,First Owner,Automatic,2018,15,1991,1991,1944,50
716,2012 Toyota Etios Liva G,Jul-12,Comprehensive,Petrol,5,50900,First Owner,Manual,2012,17.71,1197,1197,789,2.95
717,2021 Mercedes-Benz E-Class Exclusive E 220d,Dec-21,Comprehensive,Diesel,5,25000,First Owner,Automatic,2021,16.1,1950,1950,19176,64
718,2015 Hyundai Grand i10 Asta Option,May-15,Comprehensive,Petrol,5,78651,First Owner,Manual,2015,18.9,1197,1197,82,3.79
719,2019 Maruti Ciaz Zeta BSIV,Feb-19,Comprehensive,Petrol,5,50000,First Owner,Manual,2019,21.56,1462,1462,10325,7.5
720,2023 Volkswagen Virtus Highline BSVI,Apr-23,Comprehensive,Petrol,5,9818,First Owner,Manual,2023,19.4,999,999,11398,13.9
721,2019 Maruti SX4 S Cross Zeta DDiS 200 SH,Jul-19,Comprehensive,Diesel,5,49230,First Owner,Manual,2019,25.1,1248,1248,885,8.7
722,2018 Hyundai Verna VTVT 1.6 AT EX,Mar-18,Comprehensive,Petrol,5,65000,First Owner,Automatic,2018,17,1591,1591,1213,8.85
723,2017 BMW X1 sDrive 20d xLine,May-17,Comprehensive,Diesel,5,69000,First Owner,Automatic,2017,20.68,1995,1995,188,19.9
724,2023 Mercedes-Benz GLS 400d 4MATIC BSVI,Jul-23,Third Party insurance,Diesel,7,16000,First Owner,Automatic,2023,2925,3.25864E+12,3.25864E+12,700,1.32
725,2016 Maruti Baleno 1.2 Alpha,Mar-16,Comprehensive,Petrol,5,75163,First Owner,Manual,2016,21.4,1197,1197,831,5.14
726,2022 Maruti Ciaz Alpha BSVI,Oct-22,Third Party insurance,Petrol,5,6900,First Owner,Manual,2022,20.65,1462,1462,10325,10.25
727,2015 Honda Amaze S i-Vtech,Jun-15,Comprehensive,Petrol,5,89961,Second Owner,Manual,2015,18,1198,1198,867,3.74
728,2022 BMW 3 Series Gran Limousine 320Ld Luxury Line,Dec-22,Comprehensive,Diesel,5,4000,First Owner,Automatic,2022,19.62,1995,1995,18740,54
729,2021 Tata Harrier XZA Plus AT,Oct-21,Comprehensive,Diesel,5,54000,First Owner,Automatic,2021,14.6,1956,1956,16767,17.5
730,2019 Maruti Swift AMT ZXI Plus,Mar-19,Comprehensive,Petrol,5,58740,Second Owner,Automatic,2019,21.21,1197,1197,8180,5.99
731,2019 Toyota Innova Crysta 2.8 GX AT BSIV,2019,Third Party insurance,Diesel,7,100000,First Owner,Automatic,2019,11.36,2755,2755,1715,15.5
732,2020 Land Rover Range Rover Velar R-Dynamic S Petrol,Oct-22,Comprehensive,Petrol,5,18700,First Owner,Automatic,2020,15.8,1997,1997,24674,83
733,2017 Honda Amaze S i-VTEC,Apr-17,Comprehensive,Petrol,5,83690,First Owner,Manual,2017,17.8,1198,1198,867,4.54
734,2018 Mercedes-Benz E-Class Expression E 200 BSIV,Nov-18,Third Party insurance,Petrol,5,11000,First Owner,Automatic,2018,15,1991,1991,1944,50
735,2012 Toyota Etios Liva G,Jul-12,Comprehensive,Petrol,5,50900,First Owner,Manual,2012,17.71,1197,1197,789,2.95
736,2021 Mercedes-Benz E-Class Exclusive E 220d,Dec-21,Comprehensive,Diesel,5,25000,First Owner,Automatic,2021,16.1,1950,1950,19176,64
737,2015 Hyundai Grand i10 Asta Option,May-15,Comprehensive,Petrol,5,78651,First Owner,Manual,2015,18.9,1197,1197,82,3.79
738,2019 Maruti Ciaz Zeta BSIV,Feb-19,Comprehensive,Petrol,5,50000,First Owner,Manual,2019,21.56,1462,1462,10325,7.5
739,2023 Volkswagen Virtus Highline BSVI,Apr-23,Comprehensive,Petrol,5,9818,First Owner,Manual,2023,19.4,999,999,11398,13.9
740,2019 Maruti SX4 S Cross Zeta DDiS 200 SH,Jul-19,Comprehensive,Diesel,5,49230,First Owner,Manual,2019,25.1,1248,1248,885,8.7
741,2018 Hyundai Verna VTVT 1.6 AT EX,Mar-18,Comprehensive,Petrol,5,65000,First Owner,Automatic,2018,17,1591,1591,1213,8.85
742,2017 BMW X1 sDrive 20d xLine,May-17,Comprehensive,Diesel,5,69000,First Owner,Automatic,2017,20.68,1995,1995,188,19.9
743,2018 Jeep Compass 2.0 Sport,Nov-18,Third Party insurance,Diesel,5,67000,First Owner,Manual,2018,17.1,1956,1956,170,10.9
744,2018 Ford Ecosport 1.5 Petrol Titanium BSIV,Jul-18,Comprehensive,Petrol,5,76685,First Owner,Manual,2018,17,1497,1497,12131,6.95
